Time in seconds,Temperature,Humidity
9548,25.5,72
9551,25.5,72
9555,25.5,72
9558,25.5,72
9561,25.5,72
9564,25.5,72
9567,25.5,72
9570,25.5,72
9573,25.5,72
9576,25.5,72
9579,25.5,72
9582,25.5,72
9585,25.5,72
9588,25.5,72
9591,25.5,72
9594,25.5,72
9597,25.5,72
9600,25.5,72
9603,25.5,72
9606,25.5,72
9609,25.5,72
9612,25.5,72
9615,25.5,72
9618,25.5,72
9621,25.5,72
9624,25.5,72
9627,25.5,72
9630,25.5,72
9633,25.5,72
9636,25.5,72
9639,25.5,72
9642,25.5,72
9645,25.5,72
9648,25.5,72
9651,25.5,72
9654,25.5,72
9657,25.5,72
9661,25.5,72
9664,25.5,72
9667,25.5,72
9670,25.5,72
9673,25.5,72
9676,25.4,72
9679,25.4,72
9682,25.4,72
9685,25.5,72
9688,25.4,72
9691,25.4,72
9694,25.5,72
9697,25.5,72
9700,25.4,72
9703,25.4,72
9706,25.4,72
9709,25.4,72
9712,25.4,72
9715,25.4,72
9718,25.4,72
9721,25.4,72
9724,25.4,72
9727,25.4,72
9730,25.4,72
9733,25.4,72
9736,25.4,72
9739,25.4,72
9742,25.4,72
9745,25.4,72
9748,25.4,72
9752,25.4,72
9755,25.4,72
9758,25.4,72
9761,25.4,72
9764,25.4,72
9767,25.4,72
9770,25.4,72
9773,25.4,72
9776,25.4,72
9779,25.4,72
9782,25.4,72
9785,25.4,72
9788,25.4,72
9791,25.4,72
9794,25.4,72
9797,25.4,72
9800,25.4,72
9803,25.4,72
9806,25.4,72
9809,25.4,72
9812,25.4,72
9815,25.4,72
9818,25.4,72
9821,25.4,72
9824,25.4,72
9827,25.4,72
9830,25.4,72
9833,25.4,72
9836,25.4,72
9840,25.4,72
9843,25.4,72
9846,25.4,72
9849,25.4,72
9852,25.4,72
9855,25.4,72
9858,25.4,72
9861,25.4,72
9864,25.4,72
9867,25.4,72
9870,25.4,72
9873,25.4,72
9876,25.4,72
9879,25.4,72
9882,25.4,72
9885,25.4,72
9888,25.4,72
9891,25.4,72
9894,25.4,72
9897,25.4,72
9900,25.4,72
9903,25.4,72
9906,25.4,72
9909,25.5,72
9912,25.4,72
9915,25.5,72
9918,25.5,72
9921,25.5,72
9924,25.5,72
9927,25.5,72
9930,25.5,72
9933,25.5,72
9936,25.5,71
9940,25.5,71
9943,25.5,71
9946,25.5,71
9949,25.5,72
9952,25.5,72
9955,25.5,72
9958,25.5,71
9961,25.5,72
9964,25.5,71
9967,25.5,71
9970,25.5,71
9973,25.5,71
9976,25.5,71
9979,25.5,71
9982,25.5,71
9985,25.5,71
9988,25.5,71
9991,25.5,71
9994,25.5,71
9997,25.5,71
10000,25.5,71
10003,25.5,71
10006,25.5,71
10009,25.5,71
10012,25.5,71
10015,25.5,71
10018,25.5,71
10021,25.5,72
10024,25.5,71
10028,25.5,71
10031,25.5,72
10034,25.5,72
10037,25.5,72
10040,25.5,71
10043,25.5,72
10046,25.5,71
10049,25.5,71
10052,25.5,71
10055,25.5,71
10058,25.5,71
10061,25.5,71
10064,25.5,71
10067,25.5,72
10070,25.5,72
10073,25.5,72
10076,25.5,72
10079,25.5,71
10082,25.5,71
10085,25.5,72
10088,25.5,72
10091,25.5,72
10094,25.5,71
10097,25.5,72
10100,25.5,71
10103,25.5,71
10107,25.5,72
10110,25.5,72
10113,25.5,71
10116,25.5,72
10119,25.5,72
10122,25.5,72
10125,25.5,72
10128,25.5,72
10131,25.5,72
10134,25.5,72
10137,25.5,72
10140,25.5,72
10143,25.5,72
10146,25.5,72
10149,25.5,72
10152,25.5,72
10155,25.5,72
10158,25.5,72
10161,25.5,72
10164,25.5,72
10167,25.5,72
10170,25.5,72
10173,25.5,72
10176,25.5,72
10179,25.5,72
10182,25.5,72
10185,25.5,72
10188,25.5,72
10191,25.5,72
10195,25.5,72
10198,25.5,72
10201,25.5,72
10204,25.5,72
10207,25.5,72
10210,25.5,72
10213,25.5,72
10216,25.5,72
10219,25.5,72
10222,25.5,72
10225,25.5,72
10228,25.5,72
10231,25.5,72
10234,25.5,72
10237,25.5,72
10240,25.5,72
10243,25.5,72
10246,25.5,72
10249,25.5,72
10252,25.5,72
10255,25.5,72
10258,25.5,72
10261,25.5,72
10264,25.5,72
10267,25.5,72
10270,25.5,72
10273,25.5,72
10277,25.5,72
10280,25.5,72
10283,25.5,72
10286,25.5,72
10289,25.5,72
10292,25.5,72
10295,25.5,72
10298,25.5,72
10301,25.5,72
10304,25.5,72
10307,25.5,72
10310,25.5,72
10313,25.5,72
10316,25.5,72
10319,25.5,71
10322,25.5,72
10325,25.5,72
10328,25.5,72
10331,25.5,72
10334,25.5,72
10337,25.5,72
10340,25.5,72
10343,25.5,72
10346,25.5,72
10349,25.5,72
10352,25.5,72
10355,25.5,72
10358,25.5,72
10361,25.5,72
10364,25.5,72
10367,25.5,72
10370,25.5,72
10374,25.5,72
10377,25.5,72
10380,25.5,72
10383,25.5,72
10386,25.5,72
10389,25.5,72
10392,25.5,72
10395,25.5,72
10398,25.5,72
10401,25.5,72
10404,25.5,72
10407,25.5,72
10410,25.5,72
10413,25.5,72
10416,25.5,72
10419,25.5,72
10422,25.5,72
10425,25.5,72
10428,25.5,72
10431,25.5,72
10434,25.5,72
10437,25.5,72
10440,25.5,72
10443,25.5,72
10446,25.5,72
10449,25.5,72
10452,25.5,72
10455,25.5,72
10458,25.5,72
10461,25.5,72
10464,25.5,72
10467,25.5,72
10471,25.5,72
10474,25.5,72
10477,25.5,72
10480,25.5,72
10483,25.4,72
10486,25.5,72
10489,25.5,72
10492,25.5,72
10495,25.5,72
10498,25.5,72
10501,25.5,72
10504,25.5,72
10507,25.5,72
10510,25.5,72
10513,25.5,72
10516,25.5,72
10519,25.5,72
10522,25.5,72
10525,25.5,72
10528,25.5,72
10531,25.5,72
10534,25.5,72
10537,25.5,72
10540,25.5,72
10543,25.5,72
10546,25.5,72
10549,25.5,72
10552,25.5,72
10555,25.5,72
10558,25.5,72
10562,25.5,72
10565,25.5,72
10568,25.5,72
10571,25.5,72
10574,25.5,72
10577,25.5,72
10580,25.5,72
10583,25.5,72
10586,25.5,72
10589,25.5,72
10592,25.5,72
10595,25.5,72
10598,25.5,72
10601,25.5,72
10604,25.5,72
10607,25.5,72
10610,25.5,72
10613,25.5,72
10616,25.5,72
10619,25.5,72
10622,25.5,72
10625,25.5,72
10628,25.5,72
10631,25.5,72
10634,25.5,72
10637,25.5,72
10640,25.5,72
10643,25.5,72
10646,25.5,72
10650,25.5,72
10653,25.5,72
10656,25.5,72
10659,25.5,72
10662,25.5,72
10665,25.5,72
10668,25.5,72
10671,25.5,72
10674,25.5,72
10677,25.5,72
10680,25.5,72
10683,25.5,72
10686,25.5,72
10689,25.5,72
10692,25.5,72
10695,25.4,72
10698,25.4,72
10701,25.5,72
10704,25.4,72
10707,25.4,72
10710,25.4,72
10713,25.4,72
10716,25.4,72
10719,25.4,72
10722,25.4,72
10725,25.4,72
10728,25.4,72
10731,25.4,72
10734,25.4,72
10737,25.4,72
10740,25.4,72
10743,25.4,72
10746,25.4,72
10749,25.4,72
10752,25.4,72
10755,25.4,72
10758,25.4,72
10761,25.4,72
10765,25.4,72
10768,25.4,72
10771,25.4,72
10774,25.4,72
10777,25.4,72
10780,25.4,72
10783,25.4,72
10786,25.4,72
10789,25.4,72
10792,25.4,72
10795,25.4,72
10798,25.4,72
10801,25.4,72
10804,25.4,72
10807,25.4,72
10810,25.4,72
10813,25.4,72
10816,25.4,72
10819,25.4,72
10822,25.4,72
10825,25.4,72
10828,25.4,72
10831,25.4,72
10834,25.4,72
10837,25.4,72
10840,25.4,72
10843,25.4,72
10846,25.4,72
10849,25.4,72
10852,25.4,72
10856,25.4,72
10859,25.4,72
10862,25.4,72
10865,25.4,72
10868,25.4,72
10871,25.4,72
10874,25.4,72
10877,25.4,72
10880,25.4,72
10883,25.4,72
10886,25.4,72
10889,25.4,72
10892,25.4,72
10895,25.4,72
10898,25.4,72
10901,25.4,72
10904,25.5,72
10907,25.4,73
10910,25.5,73
10913,25.5,73
10916,25.4,73
10919,25.5,73
10922,25.5,73
10925,25.5,73
10928,25.5,73
10931,25.5,73
10934,25.5,73
10938,25.5,73
10941,25.5,73
10944,25.5,73
10947,25.5,73
10950,25.5,72
10953,25.5,72
10956,25.5,72
10959,25.5,72
10962,25.5,72
10965,25.5,72
10968,25.5,72
10971,25.5,72
10974,25.5,72
10977,25.5,72
10980,25.5,72
10983,25.5,72
10986,25.5,72
10989,25.5,72
10992,25.5,72
10995,25.5,72
10998,25.5,73
11001,25.5,72
11004,25.5,73
11007,25.5,73
11010,25.5,72
11013,25.5,72
11016,25.5,72
11019,25.5,72
11022,25.5,72
11025,25.5,72
11028,25.5,72
11032,25.5,72
11035,25.5,73
11038,25.5,73
11041,25.5,73
11044,25.5,73
11047,25.5,73
11050,25.5,73
11053,25.5,73
11056,25.5,73
11059,25.5,73
11062,25.5,73
11065,25.5,73
11068,25.5,73
11071,25.5,73
11074,25.5,73
11077,25.5,73
11080,25.5,73
11083,25.5,73
11086,25.5,73
11089,25.5,73
11092,25.5,73
11095,25.5,73
11098,25.5,72
11101,25.5,73
11104,25.5,73
11107,25.5,73
11110,25.5,73
11113,25.5,72
11116,25.5,72
11119,25.5,72
11122,25.5,72
11125,25.5,73
11128,25.5,72
11131,25.5,72
11135,25.5,72
11138,25.5,72
11141,25.5,72
11144,25.5,72
11147,25.5,72
11150,25.5,72
11153,25.5,72
11156,25.5,72
11159,25.5,72
11162,25.5,72
11165,25.5,72
11168,25.5,72
11171,25.5,72
11174,25.5,72
11177,25.5,72
11180,25.5,72
11183,25.5,72
11186,25.5,72
11189,25.5,72
11192,25.5,72
11195,25.5,72
11198,25.5,72
11201,25.5,72
11204,25.5,72
11207,25.5,72
11210,25.5,72
11213,25.5,72
11216,25.5,72
11219,25.5,72
11222,25.5,72
11225,25.5,72
11228,25.5,72
11231,25.5,72
11235,25.5,72
11238,25.5,72
11241,25.5,72
11244,25.5,72
11247,25.5,72
11250,25.5,72
11253,25.5,72
11256,25.5,72
11259,25.5,72
11262,25.5,72
11265,25.5,72
11268,25.5,72
11271,25.5,72
11274,25.5,72
11277,25.5,72
11280,25.5,72
11283,25.5,72
11286,25.5,72
11289,25.5,72
11292,25.5,72
11295,25.5,72
11298,25.5,72
11301,25.5,72
11304,25.5,72
11307,25.5,72
11310,25.5,72
11313,25.5,72
11316,25.5,72
11319,25.5,72
11322,25.5,72
11326,25.5,72
11329,25.5,72
11332,25.5,72
11335,25.5,72
11338,25.5,72
11341,25.5,72
11344,25.5,72
11347,25.5,72
11350,25.5,72
11353,25.5,72
11356,25.5,72
11359,25.5,72
11362,25.5,72
11365,25.5,72
11368,25.5,72
11371,25.5,72
11374,25.5,72
11377,25.5,72
11380,25.5,72
11383,25.5,72
11386,25.5,72
11389,25.5,72
11392,25.5,72
11395,25.5,72
11398,25.5,72
11401,25.5,72
11404,25.5,72
11407,25.5,72
11410,25.5,72
11413,25.5,72
11416,25.4,72
11419,25.4,72
11422,25.4,72
11425,25.4,72
11429,25.4,72
11432,25.4,72
11435,25.4,72
11438,25.4,72
11441,25.4,72
11444,25.4,72
11447,25.4,72
11450,25.4,72
11453,25.4,72
11456,25.4,72
11459,25.4,72
11462,25.4,72
11465,25.4,72
11468,25.4,72
11471,25.4,72
11474,25.4,72
11477,25.4,72
11480,25.4,72
11483,25.4,72
11486,25.4,72
11489,25.4,72
11492,25.4,72
11495,25.4,72
11498,25.4,72
11501,25.4,72
11504,25.4,72
11507,25.5,72
11510,25.4,72
11513,25.4,72
11517,25.4,72
11520,25.4,72
11523,25.4,72
11526,25.4,72
11529,25.4,72
11532,25.4,72
11535,25.4,72
11538,25.4,72
11541,25.4,72
11544,25.4,72
11547,25.4,72
11550,25.4,72
11553,25.4,72
11556,25.4,72
11559,25.4,72
11562,25.4,72
11565,25.4,72
11568,25.4,72
11571,25.4,72
11574,25.4,72
11577,25.4,72
11580,25.4,72
11583,25.4,72
11586,25.4,72
11589,25.4,72
11592,25.4,72
11595,25.4,72
11598,25.4,72
11601,25.4,72
11604,25.4,72
11607,25.4,72
11610,25.4,72
11613,25.4,72
11616,25.4,72
11620,25.4,72
11623,25.4,72
11626,25.4,72
11629,25.4,72
11632,25.4,72
11635,25.4,72
11638,25.4,72
11641,25.4,72
11644,25.4,72
11647,25.4,72
11650,25.4,72
11653,25.4,72
11656,25.4,72
11659,25.4,72
11662,25.4,72
11665,25.4,72
11668,25.4,72
11671,25.4,72
11674,25.4,72
11677,25.4,72
11680,25.4,72
11683,25.4,72
11686,25.4,72
11689,25.4,72
11692,25.4,72
11695,25.4,72
11698,25.4,72
11702,25.4,72
11705,25.4,72
11708,25.4,72
11711,25.4,72
11714,25.4,72
11717,25.4,72
11720,25.4,72
11723,25.4,72
11726,25.4,72
11729,25.4,72
11732,25.4,72
11735,25.4,72
11738,25.4,72
11741,25.4,72
11744,25.4,72
11747,25.4,72
11750,25.4,72
11753,25.4,72
11756,25.4,72
11759,25.4,72
11762,25.4,72
11765,25.4,72
11768,25.4,72
11771,25.4,72
11774,25.4,72
11777,25.4,72
11780,25.4,72
11783,25.4,72
11786,25.4,72
11789,25.4,72
11792,25.4,72
11795,25.4,72
11799,25.4,72
11802,25.4,72
11805,25.4,72
11808,25.4,72
11811,25.4,72
11814,25.4,72
11817,25.4,72
11820,25.4,72
11823,25.4,72
11826,25.4,72
11829,25.4,72
11832,25.4,72
11835,25.4,72
11838,25.4,72
11841,25.4,72
11844,25.4,72
11847,25.4,72
11850,25.4,72
11853,25.4,72
11856,25.4,72
11859,25.4,72
11862,25.4,72
11865,25.4,72
11868,25.4,72
11871,25.4,72
11874,25.4,72
11877,25.4,72
11880,25.4,72
11883,25.4,72
11886,25.4,72
11889,25.4,72
11892,25.4,72
11896,25.4,72
11899,25.4,72
11902,25.4,71
11905,25.4,72
11908,25.4,72
11911,25.4,72
11914,25.4,72
11917,25.4,72
11920,25.4,72
11923,25.4,72
11926,25.4,72
11929,25.4,72
11932,25.4,72
11935,25.4,72
11938,25.4,72
11941,25.4,72
11944,25.4,71
11947,25.4,71
11950,25.4,71
11953,25.4,71
11956,25.4,71
11959,25.4,71
11962,25.4,71
11965,25.4,71
11968,25.4,71
11971,25.4,72
11974,25.4,71
11977,25.4,71
11980,25.4,71
11983,25.4,71
11987,25.4,71
11990,25.4,71
11993,25.4,71
11996,25.4,71
11999,25.4,71
12002,25.4,71
12005,25.4,71
12008,25.4,71
12011,25.4,71
12014,25.4,71
12017,25.4,71
12020,25.4,71
12023,25.4,71
12026,25.4,71
12029,25.4,71
12032,25.4,71
12035,25.4,71
12038,25.4,71
12041,25.4,71
12044,25.4,71
12047,25.4,71
12050,25.4,71
12053,25.4,71
12056,25.4,71
12059,25.4,71
12062,25.4,71
12065,25.4,71
12068,25.4,71
12071,25.4,71
12074,25.4,71
12078,25.4,71
12081,25.4,71
12084,25.4,71
12087,25.4,71
12090,25.4,71
12093,25.4,71
12096,25.4,71
12099,25.4,71
12102,25.4,71
12105,25.4,71
12108,25.4,71
12111,25.4,71
12114,25.4,71
12117,25.4,71
12120,25.4,71
12123,25.4,71
12126,25.4,71
12129,25.4,71
12132,25.4,71
12135,25.4,71
12138,25.4,71
12141,25.4,71
12144,25.4,71
12147,25.4,71
12150,25.4,71
12153,25.4,71
12156,25.4,71
12159,25.4,71
12162,25.4,71
12165,25.4,71
12168,25.4,71
12171,25.4,71
12174,25.4,71
12178,25.4,71
12181,25.4,71
12184,25.4,71
12187,25.4,71
12190,25.4,71
12193,25.4,71
12196,25.4,72
12199,25.4,71
12202,25.4,72
12205,25.4,72
12208,25.4,72
12211,25.4,72
12214,25.4,72
12217,25.4,72
12220,25.4,72
12223,25.4,72
12226,25.4,72
12229,25.4,71
12232,25.4,71
12235,25.4,72
12238,25.4,71
12241,25.4,71
12244,25.4,71
12247,25.4,71
12250,25.4,71
12253,25.4,71
12256,25.4,71
12259,25.4,71
12263,25.4,72
12266,25.4,72
12269,25.4,72
12272,25.4,72
12275,25.4,72
12278,25.4,72
12281,25.4,72
12284,25.4,72
12287,25.4,72
12290,25.4,72
12293,25.4,72
12296,25.4,72
12299,25.4,72
12302,25.5,72
12305,25.4,72
12308,25.4,72
12311,25.4,72
12314,25.4,72
12317,25.5,72
12320,25.5,72
12323,25.5,72
12326,25.4,71
12329,25.5,71
12332,25.5,71
12335,25.4,72
12338,25.5,72
12341,25.5,72
12344,25.5,72
12347,25.5,72
12351,25.5,72
12354,25.5,72
12357,25.5,72
12360,25.5,72
12363,25.5,72
12366,25.5,72
12369,25.5,72
12372,25.5,72
12375,25.5,72
12378,25.5,72
12381,25.5,72
12384,25.5,72
12387,25.5,72
12390,25.5,72
12393,25.5,72
12396,25.5,72
12399,25.5,72
12402,25.5,72
12405,25.5,72
12408,25.5,72
12411,25.5,72
12414,25.5,72
12417,25.5,72
12420,25.5,72
12423,25.5,72
12426,25.5,72
12429,25.5,72
12432,25.5,72
12435,25.5,72
12439,25.5,72
12442,25.5,72
12445,25.5,72
12448,25.5,72
12451,25.5,72
12454,25.5,72
12457,25.5,72
12460,25.5,72
12463,25.5,72
12466,25.5,72
12469,25.5,72
12472,25.5,72
12475,25.5,72
12478,25.5,72
12481,25.5,72
12484,25.5,72
12487,25.5,72
12490,25.5,72
12493,25.5,72
12496,25.5,72
12499,25.5,72
12502,25.5,72
12505,25.5,72
12508,25.5,72
12511,25.5,72
12514,25.5,72
12517,25.5,72
12520,25.5,72
12523,25.5,72
12526,25.5,72
12529,25.5,72
12532,25.5,72
12536,25.5,72
12539,25.5,72
12542,25.5,72
12545,25.5,72
12548,25.5,72
12551,25.5,72
12554,25.5,72
12557,25.5,72
12560,25.5,72
12563,25.5,72
12566,25.5,72
12569,25.5,72
12572,25.5,72
12575,25.5,72
12578,25.5,72
12581,25.5,72
12584,25.5,72
12587,25.5,72
12590,25.5,72
12593,25.5,72
12596,25.5,72
12599,25.5,72
12602,25.5,72
12605,25.5,72
12608,25.5,72
12611,25.5,72
12614,25.5,72
12617,25.5,72
12620,25.5,72
12623,25.5,72
12627,25.5,72
12630,25.6,72
12633,25.5,72
12636,25.5,72
12639,25.5,72
12642,25.5,72
12645,25.5,72
12648,25.5,72
12651,25.6,72
12654,25.5,72
12657,25.6,72
12660,25.5,72
12663,25.6,72
12666,25.5,72
12669,25.5,72
12672,25.6,72
12675,25.6,72
12678,25.6,72
12681,25.6,72
12684,25.6,72
12687,25.6,72
12690,25.6,72
12693,25.6,72
12696,25.6,72
12700,25.6,72
12703,25.6,72
12706,25.6,72
12709,25.6,72
12712,25.6,72
12715,25.6,72
12718,25.6,72
12721,25.6,72
12724,25.6,72
12727,25.6,72
12730,25.6,72
12733,25.6,72
12736,25.5,72
12739,25.6,72
12742,25.6,72
12745,25.6,72
12748,25.5,72
12751,25.6,72
12754,25.6,72
12757,25.6,72
12760,25.6,72
12763,25.6,72
12766,25.6,72
12769,25.6,72
12772,25.6,72
12775,25.6,72
12778,25.6,72
12781,25.6,72
12785,25.6,72
12788,25.6,72
12791,25.6,72
12794,25.6,72
12797,25.6,72
12800,25.6,72
12803,25.6,72
12806,25.6,72
12809,25.6,72
12812,25.6,72
12815,25.6,72
12818,25.6,72
12821,25.6,72
12824,25.6,72
12827,25.6,72
12830,25.6,72
12833,25.6,72
12836,25.6,72
12839,25.6,72
12842,25.6,72
12845,25.6,72
12848,25.6,72
12851,25.6,72
12854,25.6,72
12857,25.6,72
12860,25.6,72
12863,25.6,72
12866,25.6,72
12870,25.6,72
12873,25.6,72
12876,25.6,72
12879,25.6,72
12882,25.6,72
12885,25.6,72
12888,25.6,72
12891,25.6,72
12894,25.6,72
12897,25.6,72
12900,25.6,72
12903,25.5,72
12906,25.6,72
12909,25.6,72
12912,25.6,72
12915,25.6,72
12918,25.6,72
12921,25.6,72
12924,25.6,72
12927,25.6,72
12930,25.6,72
12933,25.6,72
12936,25.6,72
12939,25.6,72
12942,25.6,72
12945,25.6,72
12948,25.6,72
12951,25.6,72
12954,25.6,72
12957,25.6,72
12960,25.6,72
12964,25.6,72
12967,25.6,72
12970,25.6,72
12973,25.6,72
12976,25.6,72
12979,25.6,72
12982,25.6,72
12985,25.6,72
12988,25.6,72
12991,25.6,72
12994,25.6,72
12997,25.6,72
13000,25.6,72
13003,25.6,72
13006,25.6,72
13009,25.6,72
13012,25.6,72
13015,25.6,72
13018,25.6,72
13021,25.6,72
13024,25.6,72
13027,25.6,72
13030,25.6,72
13033,25.6,72
13036,25.6,72
13039,25.6,72
13043,25.6,72
13046,25.6,72
13049,25.6,72
13052,25.6,72
13055,25.6,72
13058,25.6,72
13061,25.6,72
13064,25.6,72
13067,25.6,72
13070,25.6,72
13073,25.6,72
13076,25.6,72
13079,25.6,72
13082,25.6,72
13085,25.6,72
13088,25.6,72
13091,25.6,72
13094,25.6,72
13097,25.6,72
13100,25.6,72
13103,25.6,73
13106,25.6,73
13109,25.6,73
13112,25.6,73
13115,25.6,73
13118,25.6,73
13121,25.6,73
13125,25.6,73
13128,25.6,73
13131,25.6,73
13134,25.6,73
13137,25.6,73
13140,25.6,73
13143,25.6,73
13146,25.6,73
13149,25.6,73
13152,25.6,73
13155,25.6,72
13158,25.6,72
13161,25.6,72
13164,25.6,72
13167,25.6,72
13170,25.6,72
13173,25.6,72
13176,25.6,72
13179,25.6,73
13182,25.6,73
13185,25.6,73
13188,25.6,73
13191,25.6,73
13194,25.6,73
13197,25.6,73
13200,25.6,73
13203,25.6,73
13206,25.6,73
13209,25.6,73
13212,25.6,73
13215,25.6,73
13219,25.6,73
13222,25.6,73
13225,25.6,73
13228,25.6,73
13231,25.6,73
13234,25.6,73
13237,25.6,73
13240,25.6,73
13243,25.6,73
13246,25.6,73
13249,25.6,73
13252,25.6,73
13255,25.6,73
13258,25.6,73
13261,25.6,73
13264,25.6,73
13267,25.6,73
13270,25.6,73
13273,25.6,73
13276,25.6,73
13279,25.6,73
13282,25.6,73
13285,25.6,73
13288,25.6,73
13291,25.6,73
13294,25.6,73
13297,25.6,73
13300,25.6,73
13303,25.5,73
13306,25.6,73
13309,25.5,73
13312,25.6,73
13316,25.5,73
13319,25.6,73
13322,25.5,73
13325,25.5,73
13328,25.5,73
13331,25.5,73
13334,25.5,73
13337,25.5,73
13340,25.5,73
13343,25.5,73
13346,25.5,73
13349,25.5,73
13352,25.5,73
13355,25.5,73
13358,25.5,73
13361,25.5,73
13364,25.5,73
13367,25.5,73
13370,25.5,73
13373,25.5,73
13376,25.5,73
13379,25.5,73
13382,25.5,73
13385,25.5,73
13388,25.5,73
13391,25.5,73
13394,25.5,73
13398,25.5,73
13401,25.5,73
13404,25.5,73
13407,25.5,73
13410,25.5,73
13413,25.5,73
13416,25.5,73
13419,25.5,73
13422,25.5,73
13425,25.4,73
13428,25.5,73
13431,25.5,73
13434,25.5,73
13437,25.5,73
13440,25.5,73
13443,25.5,73
13446,25.5,73
13449,25.5,73
13452,25.5,73
13455,25.5,73
13458,25.5,73
13461,25.5,73
13464,25.5,73
13467,25.5,73
13470,25.5,73
13473,25.5,73
13476,25.5,73
13479,25.5,73
13482,25.5,73
13485,25.5,73
13489,25.5,73
13492,25.5,73
13495,25.5,73
13498,25.5,73
13501,25.5,73
13504,25.5,73
13507,25.5,73
13510,25.5,73
13513,25.5,73
13516,25.5,73
13519,25.5,73
13522,25.5,73
13525,25.5,73
13528,25.5,73
13531,25.5,73
13534,25.5,73
13537,25.5,73
13540,25.5,73
13543,25.5,73
13546,25.5,73
13549,25.5,73
13552,25.5,73
13555,25.5,73
13558,25.5,73
13561,25.5,73
13564,25.5,73
13567,25.5,73
13570,25.5,73
13573,25.5,73
13577,25.5,73
13580,25.5,73
13583,25.5,73
13586,25.5,73
13589,25.5,73
13592,25.5,73
13595,25.5,73
13598,25.5,73
13601,25.5,73
13604,25.5,73
13607,25.5,73
13610,25.6,73
13613,25.6,73
13616,25.6,73
13619,25.6,73
13622,25.6,73
13625,25.6,73
13628,25.6,73
13631,25.6,73
13634,25.6,73
13637,25.6,73
13640,25.6,73
13643,25.6,73
13646,25.6,73
13649,25.6,73
13652,25.6,73
13655,25.6,73
13658,25.6,73
13661,25.6,73
13664,25.6,73
13667,25.6,73
13670,25.6,73
13673,25.6,73
13676,25.6,73
13679,25.6,73
13682,25.6,73
13685,25.6,73
13689,25.6,73
13692,25.6,73
13695,25.6,73
13698,25.6,73
13701,25.6,73
13704,25.6,73
13707,25.6,73
13710,25.6,73
13713,25.6,73
13716,25.6,73
13719,25.6,73
13722,25.6,73
13725,25.6,73
13728,25.6,73
13731,25.6,73
13734,25.6,73
13737,25.6,73
13740,25.6,73
13743,25.6,73
13746,25.6,73
13749,25.6,73
13752,25.6,73
13755,25.6,73
13758,25.6,73
13761,25.6,73
13764,25.6,73
13767,25.6,73
13770,25.6,73
13773,25.6,73
13776,25.6,73
13780,25.6,73
13783,25.6,73
13786,25.6,73
13789,25.6,73
13792,25.6,73
13795,25.6,73
13798,25.6,73
13801,25.6,73
13804,25.6,73
13807,25.6,73
13810,25.6,73
13813,25.6,73
13816,25.6,73
13819,25.6,73
13822,25.6,73
13825,25.6,73
13828,25.6,73
13831,25.6,73
13834,25.6,73
13837,25.6,73
13840,25.6,73
13843,25.6,73
13846,25.6,73
13849,25.6,73
13852,25.6,73
13856,25.6,73
13859,25.6,73
13862,25.6,73
13865,25.6,73
13868,25.6,73
13871,25.6,73
13874,25.6,73
13877,25.6,73
13880,25.6,73
13883,25.6,73
13886,25.6,73
13889,25.6,73
13892,25.6,73
13895,25.6,73
13898,25.6,73
13901,25.6,73
13904,25.6,73
13907,25.6,73
13910,25.6,73
13913,25.6,73
13916,25.6,73
13919,25.6,73
13922,25.6,73
13925,25.6,73
13928,25.6,73
13931,25.6,73
13934,25.6,73
13937,25.6,73
13940,25.6,73
13943,25.6,73
13947,25.6,73
13950,25.6,73
13953,25.6,73
13956,25.6,73
13959,25.6,73
13962,25.6,73
13965,25.6,73
13968,25.6,73
13971,25.6,73
13974,25.6,73
13977,25.6,73
13980,25.6,73
13983,25.6,73
13986,25.6,73
13989,25.6,73
13992,25.6,73
13995,25.6,73
13998,25.6,73
14001,25.6,73
14004,25.6,73
14007,25.6,73
14010,25.6,73
14013,25.6,73
14016,25.6,73
14019,25.6,73
14022,25.6,73
14025,25.6,73
14028,25.6,73
14031,25.6,73
14034,25.6,73
14037,25.6,73
14041,25.6,73
14044,25.6,73
14047,25.6,73
14050,25.6,73
14053,25.6,73
14056,25.6,73
14059,25.6,73
14062,25.6,73
14065,25.6,73
14068,25.6,73
14071,25.6,73
14074,25.6,73
14077,25.6,73
14080,25.6,73
14083,25.6,73
14086,25.6,73
14089,25.6,73
14092,25.6,73
14095,25.6,73
14098,25.6,73
14101,25.6,73
14104,25.6,73
14107,25.6,73
14110,25.6,73
14113,25.6,73
14116,25.6,73
14119,25.5,73
14122,25.6,73
14125,25.6,73
14128,25.6,73
14131,25.6,73
14134,25.6,73
14137,25.6,73
14140,25.6,73
14144,25.6,73
14147,25.6,73
14150,25.6,73
14153,25.6,73
14156,25.6,73
14159,25.6,73
14162,25.6,73
14165,25.6,73
14168,25.6,73
14171,25.6,73
14174,25.6,73
14177,25.5,73
14180,25.6,73
14183,25.6,73
14186,25.6,73
14189,25.6,73
14192,25.6,73
14195,25.5,73
14198,25.6,73
14201,25.6,73
14204,25.6,73
14207,25.6,73
14210,25.6,73
14213,25.6,73
14216,25.6,73
14219,25.6,73
14222,25.6,73
14225,25.6,73
14228,25.6,73
14232,25.6,73
14235,25.6,73
14238,25.6,73
14241,25.6,73
14244,25.6,73
14247,25.6,73
14250,25.6,73
14253,25.6,73
14256,25.6,73
